"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Abrade","vow","Near Mint","English","","","2023-10-30 08:51:34.030000","139","False","False",""
"1","1","Abundant Harvest","mh2","Near Mint","English","","","2023-10-29 13:21:10.073000","354","False","False",""
"1","1","Aether Chaser","aer","Near Mint","English","","","2023-10-30 08:34:10.677000","76","False","False",""
"1","1","Aethersnipe","uma","Near Mint","English","","","2023-11-08 20:10:02.740000","44","False","False",""
"1","1","Ainok Bond-Kin","ima","Near Mint","English","","","2023-11-06 11:50:43.843000","4","False","False",""
"1","1","Alabaster Host Intercessor","mom","Near Mint","English","","","2023-11-06 10:53:45.240000","3","False","False",""
"1","1","Ambitious Assault","neo","Near Mint","English","","","2023-10-30 08:52:37.173000","133","False","False",""
"1","1","Ancestral Blade","m20","Near Mint","English","","","2023-11-06 11:55:28.897000","3","False","False",""
"1","1","Angelic Intervention","mom","Near Mint","English","","","2023-11-06 10:54:01.413000","5","False","False",""
"1","1","Annoyed Altisaur","cmr","Near Mint","English","","","2023-10-29 13:12:49.893000","216","False","False",""
"1","1","Archaeomancer","m14","Near Mint","English","","","2023-10-17 13:12:47.320000","43","False","False",""
"1","1","Ardent Elementalist","mid","Near Mint","English","","","2023-10-30 08:50:23.500000","128","False","False",""
"1","1","Ardenvale Tactician // Dizzying Swoop","eld","Near Mint","English","","","2023-11-06 11:56:50.143000","5","False","False",""
"1","1","Armadillo Cloak","inv","Near Mint","English","","","2023-11-08 19:41:47.657000","229","False","False",""
"1","1","Arms of Hadar","clb","Near Mint","English","","","2023-11-02 12:21:35.203000","113","False","False",""
"1","1","Ash Barrens","cmm","Near Mint","English","","","2023-10-29 13:00:26.413000","419","False","False",""
"1","1","Ashes to Ashes","4bb","Near Mint","English","","","2023-11-08 19:42:56.190000","119","False","False",""
"1","1","Attended Knight","mm3","Near Mint","English","","","2023-10-17 13:10:33.940000","1","False","False",""
"1","1","Augury Raven","khm","Near Mint","English","","","2023-11-06 12:02:45.803000","44","False","False",""
"1","1","Azorius Chancery","c18","Near Mint","English","","","2023-10-29 13:39:32.343000","233","False","False",""
"1","1","Bannerhide Krushok","mh2","Near Mint","English","","","2023-10-30 08:48:23.190000","149","False","False",""
"1","1","Barbed Batterfist","one","Near Mint","English","","","2023-10-30 09:01:50.997000","121","False","False",""
"1","1","Basilica Screecher","gtc","Near Mint","English","","","2023-11-06 11:07:57.270000","58","False","False",""
"1","1","Basilisk Gate","clb","Near Mint","English","","","2023-11-02 12:22:42.180000","346","False","False",""
"1","1","Basri's Acolyte","m21","Near Mint","English","","","2023-11-06 11:58:53.050000","8","False","False",""
"1","1","Battle Screech","onc","Near Mint","English","","","2023-11-06 10:53:28.083000","59","False","False",""
"1","1","Bayou Groff","stx","Near Mint","English","","","2023-10-30 08:47:09.947000","121","False","False",""
"1","1","Beetleback Chief","ddn","Near Mint","English","","","2023-10-30 09:06:54.337000","14","False","False",""
"1","1","Behold the Multiverse","khm","Near Mint","English","","","2023-11-06 12:03:02.860000","46","False","False",""
"1","1","Bind the Monster","khm","Near Mint","English","","","2023-11-06 10:58:21.673000","48","False","False",""
"1","1","Black Dragon Gate","clb","Near Mint","English","","","2023-11-02 12:23:11.687000","347","False","False",""
"1","1","Blessed Hippogriff // Tyr's Blessing","clb","Near Mint","English","","","2023-11-06 11:06:48.017000","11","False","False",""
"1","1","Blood Fountain","vow","Near Mint","German","","","2023-11-06 21:10:03.110000","95","False","False","0.15"
"1","1","Bloodwater Entity","2x2","Near Mint","English","","","2023-10-29 12:48:52.190000","185","False","False",""
"1","1","Bloom Hulk","war","Near Mint","English","","","2023-10-30 08:40:12.477000","154","False","False",""
"1","1","Body Dropper","snc","Near Mint","English","","","2023-10-29 13:24:09.803000","168","False","False",""
"1","1","Bogardan Dragonheart","mh1","Near Mint","English","","","2023-10-30 08:41:40.213000","120","False","False",""
"1","1","Bonder's Ornament","c20","Near Mint","English","","","2023-11-08 20:10:39.823000","67","False","False",""
"1","1","Bone Picker","2xm","Near Mint","English","","","2023-11-08 20:11:00.510000","78","False","False",""
"1","1","Bonesplitter","mrd","Near Mint","English","","","2023-11-08 19:59:14.117000","146","False","False",""
"1","1","Borderland Marauder","m15","Near Mint","English","","","2023-10-30 08:32:02.857000","131","False","False",""
"1","1","Boros Garrison","c20","Near Mint","English","","","2023-10-29 13:14:32.920000","260","False","False",""
"1","1","Borrowed Grace","emn","Near Mint","English","","","2023-11-06 11:47:23.187000","14","False","False",""
"1","1","Botanical Plaza","snc","Near Mint","English","","","2023-10-29 13:24:40.400000","247","False","False",""
"1","1","Bound in Gold","khm","Near Mint","English","","","2023-11-06 12:02:21.210000","5","False","False",""
"1","1","Branching Bolt","ala","Near Mint","English","","","2023-11-08 19:44:09.900000","158","False","False",""
"1","1","Bubble Snare","znr","Near Mint","English","","","2023-11-06 12:00:13.667000","47","False","False",""
"1","1","Burning-Tree Emissary","2x2","Near Mint","English","","","2023-10-29 12:51:27.020000","189","False","False",""
"1","1","Burst Lightning","zen","Near Mint","English","","","2023-11-08 20:02:12.400000","119","False","False",""
"1","1","Callous Dismissal","war","Near Mint","English","","","2023-11-06 11:54:04.070000","44","False","False",""
"1","1","Candy Grapple","woe","Near Mint","English","","","2023-11-08 20:14:55.167000","83","False","False",""
"1","1","Candy Trail","woe","Near Mint","English","","","2023-10-29 13:10:52.353000","243","False","False",""
"1","1","Capsize","tmp","Near Mint","English","","","2023-10-17 13:18:07.803000","55","False","False",""
"1","1","Captured by Lagacs","mh2","Near Mint","English","","","2023-10-29 13:19:46.317000","188","False","False",""
"1","1","Carrier Thrall","bfz","Near Mint","English","","","2023-11-06 11:09:28.897000","106","False","False",""
"1","1","Carrion Feeder","ema","Near Mint","English","","","2023-11-08 20:06:02.833000","84","False","False",""
"1","1","Cartouche of Solidarity","akh","Near Mint","English","","","2023-11-15 16:22:19.980000","7","False","False",""
"1","1","Cartouche of Strength","akh","Near Mint","English","","","2023-11-16 17:50:51.967000","158","False","False",""
"1","1","Cast Down","clb","Near Mint","English","","","2023-11-15 16:24:05.110000","119","False","False",""
"1","1","Cathar Commando","mid","Near Mint","English","","","2023-11-06 11:02:46.230000","10","False","False",""
"1","1","Cave of Temptation","mh1","Near Mint","English","","","2023-10-29 13:41:17.313000","237","False","False",""
"1","1","Cavern Harpy","pls","Near Mint","English","","","2023-10-29 13:15:14.327000","97","False","False",""
"1","1","Chain Lightning","dmr","Near Mint","English","","","2023-10-30 09:01:03.043000","113","False","False",""
"1","1","Chainer's Edict","dmr","Near Mint","English","","","2023-11-02 12:31:22.567000","78","False","False",""
"1","1","Chimney Rabble","one","Near Mint","English","","","2023-10-30 09:02:16.457000","126","False","False",""
"1","1","Citadel Gate","clb","Near Mint","English","","","2023-11-02 12:23:31.880000","349","False","False",""
"1","1","Clear Shot","mid","Near Mint","English","","","2023-10-29 13:21:57.970000","176","False","False",""
"1","1","Cliffgate","clb","Near Mint","English","foil","","2023-10-29 13:45:52.060000","350","False","False",""
"1","1","Cloudkin Seer","m20","Near Mint","English","","","2023-10-17 13:08:35.353000","54","False","False",""
"1","1","Coalition Honor Guard","ema","Near Mint","English","","","2023-10-17 13:08:01.203000","6","False","False",""
"1","1","Cogwork Librarian","cns","Near Mint","English","","","2023-10-29 13:34:32.800000","58","False","False",""
"1","1","Coiling Oracle","ddo","Near Mint","English","","","2023-10-29 13:33:30.223000","51","False","False",""
"1","1","Colossal Might","arb","Near Mint","English","foil","","2023-11-08 20:00:36.757000","51","False","False",""
"1","1","Combat Professor","stx","Near Mint","English","","","2023-11-06 10:59:48.057000","11","False","False",""
"1","1","Compulsive Research","e01","Near Mint","English","","","2023-11-06 11:49:32.347000","23","False","False",""
"1","1","Conclave Naturalists","2xm","Near Mint","English","","","2023-10-29 13:44:44.147000","160","False","False",""
"1","1","Condescend","ima","Near Mint","English","","","2023-11-16 17:51:28.290000","46","False","False",""
"1","1","Consider","woc","Near Mint","English","","","2023-11-06 10:58:02.853000","87","False","False",""
"1","1","Contagious Vorrac","one","Near Mint","English","","","2023-10-30 09:02:38.203000","164","False","False",""
"1","1","Contaminated Aquifer","dmu","Near Mint","English","","","2023-11-08 20:14:11.757000","245","False","False",""
"1","1","Cooped Up","woe","Near Mint","English","","","2023-11-06 10:55:42.947000","8","False","False",""
"1","1","Counterspell","dmr","Near Mint","English","","","2023-11-16 17:48:21.203000","45","False","False",""
"1","1","Cruel Witness","vow","Near Mint","English","","","2023-11-06 11:04:11.130000","55","False","False",""
"1","1","Crypt Rats","j22","Near Mint","English","","","2023-11-02 12:29:23.483000","392","False","False",""
"1","1","Crystal Grotto","woe","Near Mint","English","","","2023-10-29 13:11:13.233000","254","False","False",""
"1","1","Custodi Squire","voc","Near Mint","English","","","2023-11-06 11:05:13.013000","83","False","False",""
"1","1","Dark-Dweller Oracle","2x2","Near Mint","English","","","2023-10-30 08:58:50.223000","106","False","False",""
"1","1","Dauntless Unity","znr","Near Mint","English","","","2023-11-06 11:59:53.600000","9","False","False",""
"1","1","Dead Weight","isd","Near Mint","English","","","2023-10-30 08:29:48.500000","96","False","False",""
"1","1","Death Denied","mm2","Near Mint","English","","","2023-10-30 08:42:46.437000","76","False","False",""
"1","1","Deep Analysis","dmr","Near Mint","German","","","2023-11-06 21:08:39.833000","46","False","False","0.12"
"1","1","Deepwood Denizen","mh2","Near Mint","English","","","2023-10-30 08:48:42.820000","155","False","False",""
"1","1","Defile","mh1","Near Mint","English","","","2023-10-30 08:40:34.993000","86","False","False",""
"1","1","Deftblade Elite","lgn","Near Mint","English","","","2023-11-16 17:49:27.133000","12","False","False",""
"1","1","Desecrator Hag","eve","Near Mint","English","","","2023-10-29 13:30:21.153000","119","False","False",""
"1","1","Dimir Aqueduct","znc","Near Mint","English","","","2023-10-29 13:13:41.593000","126","False","False",""
"1","1","Dimir Guildmage","gk1","Near Mint","English","","","2023-10-29 13:41:42.047000","13","False","False",""
"1","1","Dinrova Horror","gtc","Near Mint","English","","","2023-10-29 13:31:39.450000","155","False","False",""
"1","1","Diregraf Horde","mid","Near Mint","English","","","2023-10-30 08:50:00.347000","96","False","False",""
"1","1","Disfigure","bro","Near Mint","English","","","2023-10-30 08:59:55.573000","91","False","False",""
"1","1","Displace","emn","Near Mint","English","","","2023-11-06 11:47:39.413000","55","False","False",""
"1","1","Doomed Dissenter","akh","Near Mint","English","","","2023-11-06 11:48:17.137000","87","False","False",""
"1","1","Doomed Traveler","e01","Near Mint","English","","","2023-11-06 11:48:50.700000","4","False","False",""
"1","1","Dread Linnorm // Scale Deflection","clb","Near Mint","English","","","2023-10-29 13:26:39.713000","225","False","False",""
"1","1","Dread Return","dmr","Near Mint","English","","","2023-11-02 12:31:42.160000","80","False","False",""
"1","1","Dreg Mangler","2x2","Near Mint","English","","","2023-10-29 12:51:01.817000","204","False","False",""
"1","1","Drown in Sorrow","2xm","Near Mint","English","","","2023-11-02 12:16:09.037000","91","False","False",""
"1","1","Dunland Crebain","ltr","Near Mint","English","","","2023-10-30 09:03:19.527000","82","False","False",""
"1","1","Dusk Legion Zealot","a25","Near Mint","English","","","2023-11-08 20:09:05.820000","89","False","False",""
"1","1","Ecstatic Awakener // Awoken Demon","mid","Near Mint","English","","","2023-11-06 11:03:43.813000","100","False","False",""
"1","1","Edge of Autumn","tsr","Near Mint","English","","","2023-10-29 13:16:10.527000","201","False","False",""
"1","1","Eldrazi Skyspawner","bfz","Near Mint","English","","","2023-11-06 11:09:44.380000","58","False","False",""
"1","1","Elephant Guide","ema","Near Mint","English","","","2023-11-08 20:06:29.207000","163","False","False",""
"1","1","Elite Vanguard","m12","Near Mint","English","","","2023-11-08 20:05:41.273000","15","False","False",""
"1","1","Elvish Mystic","m15","Near Mint","English","","","2023-11-15 16:23:18.240000","173","False","False",""
"1","1","Ephemerate","mh1","Near Mint","English","","","2023-11-08 20:10:18.750000","7","False","False",""
"1","1","Evolving Wilds","bro","Near Mint","English","","","2023-10-29 12:56:49.533000","261","False","False",""
"1","1","Exclude","mh1","Near Mint","English","","","2023-11-06 11:54:24.337000","48","False","False",""
"1","1","Experiment One","2x2","Near Mint","English","","","2023-11-02 12:27:25.593000","146","False","False",""
"1","1","Faceless Butcher","dmr","Near Mint","English","","","2023-10-30 09:10:20.623000","84","False","False",""
"1","1","Faerie Duelist","rna","Near Mint","English","","","2023-11-06 11:53:24.920000","39","False","False",""
"1","1","Faerie Guidemother // Gift of the Fae","eld","Near Mint","English","","","2023-11-06 11:57:06.590000","11","False","False",""
"1","1","Faerie Seer","woc","Near Mint","English","","","2023-11-06 10:56:52.410000","92","False","False",""
"1","1","Faithless Looting","ltc","Near Mint","English","","","2023-11-02 12:35:07.143000","215","False","False",""
"1","1","Faith's Fetters","m21","Near Mint","English","","","2023-11-06 11:57:52.867000","17","False","False",""
"1","1","Falkenrath Noble","mm3","Near Mint","English","","","2023-10-30 08:34:59.363000","70","False","False",""
"1","1","Famished Foragers","mid","Near Mint","English","","","2023-10-30 08:50:44.363000","138","False","False",""
"1","1","Fanatical Firebrand","j22","Near Mint","English","","","2023-11-02 12:30:24.113000","528","False","False",""
"1","1","Feed the Swarm","who","Near Mint","English","","","2023-10-30 09:05:55.207000","221","False","False",""
"1","1","Feign Death","afr","Near Mint","English","","","2023-11-15 16:21:53.777000","103","False","False",""
"1","1","Fiery Cannonade","cmr","Near Mint","English","","","2023-10-30 08:45:36.660000","178","False","False",""
"1","1","Filigree Familiar","kld","Near Mint","English","","","2023-10-29 13:36:48.490000","212","False","False",""
"1","1","Fire // Ice","dmr","Near Mint","English","","","2023-10-29 12:57:20.177000","215","False","False",""
"1","1","Fireball","dd2","Near Mint","English","","","2023-10-30 09:09:04.080000","56","False","False",""
"1","1","Fireblade Artist","rna","Near Mint","English","","","2023-10-29 13:43:19.943000","172","False","False",""
"1","1","Fireblast","dmr","Near Mint","English","","","2023-11-02 12:32:08.440000","119","False","False",""
"1","1","Firebolt","mh1","Near Mint","English","","","2023-11-02 12:14:24.593000","122","False","False",""
"1","1","Firebrand Archer","hou","Near Mint","English","","","2023-11-08 20:07:33.367000","92","False","False",""
"1","1","Fireslinger","j22","Near Mint","English","","","2023-11-02 12:30:08.410000","130","False","False",""
"1","1","First-Sphere Gargantua","mh1","Near Mint","English","","","2023-11-02 12:15:02.643000","91","False","False",""
"1","1","Flame Slash","ddk","Near Mint","English","","","2023-10-30 08:31:00.040000","60","False","False",""
"1","1","Flayer Husk","mm2","Near Mint","English","","","2023-10-29 13:36:04.693000","214","False","False",""
"1","1","Forbidden Friendship","iko","Near Mint","English","","","2023-10-30 08:43:33.757000","119","False","False",""
"1","1","Frenzied Goblin","m15","Near Mint","English","","","2023-10-30 09:06:26.207000","142","False","False",""
"1","1","Frost Trickster","stx","Near Mint","English","","","2023-11-06 11:00:13.383000","43","False","False",""
"1","1","Fyndhorn Elves","cmr","Near Mint","English","","","2023-11-16 17:52:45.923000","228","False","False",""
"1","1","Gather the Townsfolk","dka","Near Mint","English","","","2023-10-17 13:14:11.710000","8","False","False",""
"1","1","Generous Ent","ltr","Near Mint","English","","","2023-10-29 12:59:02.727000","169","False","False",""
"1","1","Geothermal Bog","dmu","Near Mint","English","","","2023-10-29 12:49:17.557000","247","False","False",""
"1","1","Ghostly Flicker","avr","Near Mint","English","","","2023-11-22 19:23:43.497000","57","False","False",""
"1","1","Giant Growth","bro","Near Mint","English","","","2023-10-29 12:56:18.433000","183","False","False",""
"1","1","Gideon's Lawkeeper","e01","Near Mint","English","","","2023-11-06 11:49:14.377000","11","False","False",""
"1","1","Gingerbrute","woe","Near Mint","English","","","2023-11-06 21:03:31.743000","246","False","False","0.09"
"1","1","Gitaxian Probe","nph","Near Mint","English","","","2023-11-08 20:05:03.373000","35","False","False",""
"1","1","Gixian Infiltrator","bro","Near Mint","English","","","2023-11-06 10:52:39.763000","98","False","False",""
"1","1","Gnarlid Colony","znr","Near Mint","English","","","2023-10-30 08:45:12.097000","185","False","False",""
"1","1","Gnawing Crescendo","woe","Near Mint","English","","","2023-10-30 09:05:02.900000","131","False","False",""
"1","1","Gnoll Hunter","afr","Near Mint","English","","","2023-10-30 08:49:03.210000","185","False","False",""
"1","1","Go for the Throat","bro","Near Mint","English","","","2023-11-08 20:14:35.247000","102","False","False",""
"1","1","Goblin Anarchomancer","mh2","Near Mint","English","","","2023-10-29 13:20:23.340000","200","False","False",""
"1","1","Goblin Electromancer","dds","Near Mint","English","","","2023-10-29 13:37:43.607000","22","False","False",""
"1","1","Goblin Motivator","m19","Near Mint","English","","","2023-10-30 08:38:23.947000","143","False","False",""
"1","1","Gods Willing","m20","Near Mint","English","","","2023-11-06 11:55:52.773000","19","False","False",""
"1","1","Goldmeadow Harrier","lrw","Near Mint","English","","","2023-10-17 13:15:31.040000","17","False","False",""
"1","1","Golgari Rot Farm","2x2","Near Mint","English","","","2023-10-29 12:51:59.623000","324","False","False",""
"1","1","Grapple with the Past","c18","Near Mint","English","","","2023-10-29 13:39:52.507000","148","False","False",""
"1","1","Gravedigger","m10","Near Mint","English","","","2023-10-30 08:28:50.570000","97","False","False",""
"1","1","Gray Merchant of Asphodel","ths","Near Mint","English","","","2023-10-30 08:31:25.197000","89","False","False",""
"1","1","Greater Tanuki","cmm","Near Mint","English","","","2023-10-29 13:00:59.073000","897","False","False",""
"1","1","Greatsword of Tyr","clb","Near Mint","English","","","2023-11-06 11:07:06.763000","22","False","False",""
"1","1","Grim Initiate","war","Near Mint","English","","","2023-10-30 08:39:29.140000","130","False","False",""
"1","1","Growth Spiral","who","Near Mint","English","","","2023-10-29 13:02:03.983000","237","False","False",""
"1","1","Gruul Turf","znc","Near Mint","English","","","2023-10-29 13:14:07.800000","131","False","False",""
"1","1","Guardian Idol","ima","Near Mint","English","","","2023-11-08 20:08:00.230000","216","False","False",""
"1","1","Guardian of the Guildpact","dis","Near Mint","English","","","2023-11-15 16:22:58.577000","10","False","False",""
"1","1","Guildsworn Prowler","clb","Near Mint","English","","","2023-11-06 10:52:03.797000","130","False","False",""
"1","1","Gurmag Angler","frf","Near Mint","German","","","2023-11-08 19:45:24.783000","72","False","False",""
"1","1","Guttersnipe","ltc","Near Mint","English","","","2023-11-02 12:34:10.947000","220","False","False",""
"1","1","Hard Evidence","mh2","Near Mint","English","","","2023-11-06 11:01:09.213000","46","False","False",""
"1","1","Harried Spearguard","woe","Near Mint","English","","","2023-10-30 09:05:19.567000","135","False","False",""
"1","1","Haunted Fengraf","a25","Near Mint","English","","","2023-10-29 13:38:11.850000","240","False","False",""
"1","1","Haunted Mire","dmu","Near Mint","English","","","2023-11-16 17:53:07.697000","248","False","False",""
"1","1","Heliod's Pilgrim","thb","Near Mint","English","","","2023-11-06 11:57:27.030000","20","False","False",""
"1","1","Hissing Iguanar","uma","Near Mint","English","","","2023-10-30 08:38:49.570000","134","False","False",""
"1","1","Hobblefiend","m21","Near Mint","English","","","2023-10-30 08:44:34.397000","152","False","False",""
"1","1","Hooting Mandrills","ktk","Near Mint","English","","","2023-10-29 13:35:15.977000","137","False","False",""
"1","1","Hordeling Outburst","a25","Near Mint","English","","","2023-10-30 08:37:55.093000","134","False","False",""
"1","1","Hunted Witness","grn","Near Mint","English","","","2023-11-06 11:52:29.363000","15","False","False",""
"1","1","Icewind Stalwart","clb","Near Mint","English","","","2023-11-06 10:50:13.537000","27","False","False",""
"1","1","Idyllic Beachfront","dmu","Near Mint","English","","","2023-10-29 12:52:43.310000","249","False","False",""
"1","1","Imperial Oath","neo","Near Mint","English","","","2023-11-06 11:05:31.667000","17","False","False",""
"1","1","Improvised Club","ltr","Near Mint","English","","","2023-10-30 09:03:45.507000","137","False","False",""
"1","1","Impulse","dmr","Near Mint","German","","","2023-11-06 21:10:40.610000","56","False","False","0.12"
"1","1","Incinerate","10e","Near Mint","English","","","2023-10-30 08:28:17.387000","213","False","False",""
"1","1","Infuse with Vitality","stx","Near Mint","English","","","2023-10-29 13:16:52.113000","194","False","False",""
"1","1","Insolent Neonate","soi","Near Mint","English","","","2023-10-30 08:32:58.483000","168","False","False",""
"1","1","Inspiring Overseer","snc","Near Mint","English","","","2023-11-08 19:44:59.613000","18","False","False",""
"1","1","Into the Roil","znr","Near Mint","English","","","2023-11-06 12:00:32.513000","62","False","False",""
"1","1","Iron Apprentice","neo","Near Mint","English","","","2023-11-02 12:20:30.973000","248","False","False",""
"1","1","Izzet Boilerworks","c21","Near Mint","English","","","2023-10-29 13:18:12.920000","294","False","False",""
"1","1","Izzet Charm","2x2","Near Mint","English","","","2023-10-29 12:50:43.393000","230","False","False",""
"1","1","Jackal Pup","a25","Near Mint","English","","","2023-11-16 17:52:21.420000","139","False","False",""
"1","1","Jade Avenger","mh2","Near Mint","English","","","2023-11-02 12:19:49.517000","356","False","False",""
"1","1","Jade Guardian","xln","Near Mint","English","","","2023-10-30 08:36:01.343000","194","False","False",""
"1","1","Jewel Thief","snc","Near Mint","English","","","2023-11-02 12:21:15.620000","151","False","False",""
"1","1","Journey to Nowhere","ddf","Near Mint","English","","","2023-11-22 19:24:09.603000","23","False","False",""
"1","1","Jungleborn Pioneer","rix","Near Mint","English","","","2023-10-30 08:37:04.710000","137","False","False",""
"1","1","Kingpin's Pet","gtc","Near Mint","English","","","2023-10-29 13:15:36.133000","173","False","False",""
"1","1","Knight of the New Coalition","mom","Near Mint","English","","","2023-11-06 10:54:20.720000","25","False","False",""
"1","1","Kor Skyfisher","zen","Near Mint","English","","","2023-11-08 20:01:43.497000","23","False","False",""
"1","1","Krosan Tusker","mh1","Near Mint","English","","","2023-10-29 13:40:09.810000","169","False","False",""
"1","1","Lash of Malice","stx","Near Mint","English","","","2023-10-30 08:46:50.173000","74","False","False",""
"1","1","Lawmage's Binding","jmp","Near Mint","English","","","2023-10-29 13:11:39.400000","453","False","False",""
"1","1","Lazotep Reaver","war","Near Mint","English","","","2023-11-06 11:53:47.297000","96","False","False",""
"1","1","Lead the Stampede","iko","Near Mint","English","","","2023-11-02 12:15:39.267000","163","False","False",""
"1","1","Legion Vanguard","mh2","Near Mint","English","","","2023-10-30 09:09:32.320000","90","False","False",""
"1","1","Leonin Bola","dst","Near Mint","English","","","2023-11-02 12:13:27.437000","127","False","False",""
"1","1","Lightning Bolt","clb","Near Mint","English","","","2023-11-02 12:22:20.083000","187","False","False",""
"1","1","Lightning Strike","m19","Near Mint","English","","","2023-11-08 20:09:46.300000","152","False","False",""
"1","1","Liliana's Specter","m11","Near Mint","English","","","2023-10-30 08:29:14.310000","104","False","False",""
"1","1","Llanowar Visionary","m21","Near Mint","English","","","2023-10-30 08:44:52.593000","193","False","False",""
"1","1","Loathsome Curator","mh2","Near Mint","English","","","2023-10-30 08:47:31.700000","91","False","False",""
